"Age","Gender","Dependents","Education","Marital Status","Annual Salary","Card Type","Months of Relationship","Products","Iterations 12m","Number of Months Inactive 12m","Transactions Amount 12m","Transactions 12m","Credit Limit"
37,"M",1,"mestrado","solteiro","$80K - $120K","blue",24,4,4,4,1768.57,52,34516.05
38,"M",3,"ensino medio","casado","$60K - $80K","blue",26,5,2,4,1801.16,44,5824.73
56,"F",5,"doutorado","casado","nao informado","blue",48,4,2,2,1255.88,30,11281.91
37,"M",2,"sem educacao formal","casado","$60K - $80K","blue",36,5,5,3,1855.58,29,7959.65
33,"M",1,"mestrado","casado","$120K +","blue",21,4,3,1,2502.37,48,4459.24
38,"M",2,"graduacao","casado","$80K - $120K","blue",24,4,5,1,2457.3,54,17162.78
56,"M",1,"sem educacao formal","casado","$120K +","blue",50,4,5,3,2502.47,55,16254.03
59,"M",0,"ensino medio","casado","$80K - $120K","blue",47,5,2,1,1374.41,32,3278.85
30,"M",1,"doutorado","casado","menos que $40K","blue",17,5,2,1,1793.95,33,7173.7
56,"M",2,"ensino medio","casado","$40K - $60K","blue",36,5,3,2,1191.29,34,3295.49
33,"M",2,"nao informado","solteiro","$120K +","blue",15,4,2,2,2529.38,71,25033.67
31,"M",0,"mestrado","divorciado","$60K - $80K","blue",24,6,2,2,2565.4,69,4232.74
26,"M",1,"graduacao","solteiro","$40K - $60K","blue",36,3,3,4,2111.22,29,2703.12
29,"M",1,"mestrado","casado","menos que $40K","blue",18,4,4,1,1718.87,37,2710.59
53,"F",2,"sem educacao formal","casado","menos que $40K","blue",42,6,5,1,1573.51,27,2322.11
35,"F",0,"ensino medio","solteiro","menos que $40K","blue",36,4,4,3,2730.04,71,5931.66
35,"M",2,"sem educacao formal","nao informado","$120K +","blue",29,5,2,1,1745.81,27,3300.53
56,"F",4,"ensino medio","casado","menos que $40K","blue",51,4,3,2,1354.13,24,1438.61
35,"F",1,"sem educacao formal","solteiro","nao informado","silver",27,4,2,3,2562.68,62,34516.26
35,"M",3,"sem educacao formal","casado","$40K - $60K","blue",36,6,5,2,1792.64,36,8682.9
32,"M",1,"ensino medio","divorciado","$60K - $80K","blue",13,3,3,3,1376.94,29,12616.57
49,"M",4,"graduacao","nao informado","menos que $40K","blue",43,5,4,2,3762.25,73,9652.24
36,"M",4,"mestrado","divorciado","$120K +","blue",29,3,2,2,2516.96,54,1651.1
37,"M",3,"nao informado","casado","$60K - $80K","blue",29,5,5,1,2568.48,34,2576.26
58,"M",1,"ensino medio","casado","$60K - $80K","blue",47,3,4,1,1387.09,34,2212.18
35,"F",2,"ensino medio","casado","menos que $40K","blue",21,5,3,6,2111.59,59,2157.32
39,"F",2,"mestrado","casado","$40K - $60K","blue",26,5,2,1,1487.42,33,2575.53
65,"F",0,"sem educacao formal","solteiro","menos que $40K","blue",56,6,2,1,2688.73,88,8705.74
65,"M",0,"ensino medio","casado","menos que $40K","blue",56,3,5,3,1467.95,29,3838.67
51,"M",2,"nao informado","casado","$120K +","blue",42,4,4,1,1456.53,44,10306.24
56,"F",1,"sem educacao formal","casado","$40K - $60K","blue",40,4,5,2,1748.27,38,5366.81
58,"M",0,"ensino medio","casado","$80K - $120K","blue",36,6,2,3,1540.05,32,2994.79
39,"M",1,"sem educacao formal","casado","menos que $40K","blue",36,3,3,3,847.35,17,4247.5
51,"F",1,"graduacao","solteiro","menos que $40K","blue",36,4,2,4,1954.08,42,1737.11
58,"M",4,"sem educacao formal","solteiro","$40K - $60K","silver",50,5,3,2,2950.52,61,18431.35
34,"F",3,"mestrado","casado","menos que $40K","blue",23,5,3,3,2154.13,37,2263.26
39,"M",3,"nao informado","solteiro","$80K - $120K","blue",23,6,4,1,1711.23,36,2718.72
54,"F",1,"graduacao","casado","nao informado","blue",43,3,2,3,1640.24,44,5839.42
26,"F",2,"ensino medio","solteiro","nao informado","blue",13,5,3,0,2496.81,49,5137.54
53,"M",1,"mestrado","solteiro","$80K - $120K","blue",43,4,3,2,1938.72,53,11909.12
32,"M",3,"graduacao","solteiro","$80K - $120K","blue",21,4,5,3,2477.5,59,21390.98
49,"M",3,"ensino medio","casado","$60K - $80K","blue",39,4,4,1,4107.58,79,9264.65
39,"F",2,"sem educacao formal","casado","menos que $40K","blue",26,4,5,2,2025.48,51,5484.79
32,"M",2,"mestrado","casado","$40K - $60K","blue",22,3,5,3,886.5,21,4739.9
30,"M",1,"graduacao","divorciado","menos que $40K","blue",19,4,3,3,1284.94,30,7970.94
37,"M",1,"sem educacao formal","solteiro","$80K - $120K","blue",36,6,2,1,2292.03,49,3127.72
38,"M",2,"sem educacao formal","solteiro","$40K - $60K","blue",36,5,2,1,1858.7,51,7756.24
46,"M",2,"sem educacao formal","solteiro","$120K +","blue",33,6,3,2,3508.91,58,34516.91
36,"M",2,"sem educacao formal","casado","$60K - $80K","blue",36,5,4,3,2338.02,41,5605.79
33,"M",1,"doutorado","casado","$80K - $120K","blue",36,4,2,3,2017.65,48,2946.07
58,"F",3,"doutorado","solteiro","menos que $40K","blue",54,4,3,2,4148.79,79,8886.01
46,"M",4,"doutorado","casado","$120K +","blue",36,3,5,2,2781.82,74,3104.55
39,"M",5,"nao informado","casado","$80K - $120K","blue",36,4,3,3,2062.57,55,19435.12
54,"F",2,"doutorado","casado","menos que $40K","blue",46,3,3,3,1973.87,55,3312.54
50,"M",3,"ensino medio","casado","$120K +","blue",40,5,4,1,1930.14,36,34516.11
41,"M",3,"graduacao","solteiro","$60K - $80K","blue",33,6,4,1,3189.31,56,5246.94
53,"M",1,"mestrado","nao informado","$60K - $80K","blue",41,4,2,1,3670.4,60,2432.8
36,"F",5,"mestrado","casado","menos que $40K","blue",30,3,3,3,1836.12,48,3103.87
38,"M",3,"nao informado","casado","$120K +","blue",33,5,4,3,1519.07,43,30746.83
55,"F",2,"graduacao","solteiro","nao informado","silver",36,2,3,3,1353.03,40,34516.36
45,"M",4,"graduacao","nao informado","$120K +","blue",40,3,2,2,1907.47,52,11962.33
36,"M",2,"ensino medio","solteiro","$80K - $120K","blue",27,5,3,3,2746.48,68,14690.15
45,"M",1,"mestrado","solteiro","$40K - $60K","blue",32,5,2,1,3891.16,69,6629.4
38,"M",4,"mestrado","casado","$40K - $60K","blue",27,6,4,2,1764.81,38,5535.29
35,"F",2,"ensino medio","casado","menos que $40K","blue",22,4,3,3,2289.86,49,2544.96
48,"M",3,"graduacao","casado","menos que $40K","blue",37,4,3,3,2027.24,57,3305.75
51,"M",2,"sem educacao formal","solteiro","$120K +","blue",36,5,4,2,1959.51,42,34516.29
37,"F",1,"graduacao","solteiro","nao informado","blue",20,3,5,2,2503.86,70,9466.29
33,"F",2,"doutorado","solteiro","nao informado","blue",21,4,4,3,2655.22,62,5297.62
31,"M",1,"graduacao","casado","$80K - $120K","blue",36,4,3,3,2109.5,52,4260.18
40,"F",4,"graduacao","solteiro","menos que $40K","blue",26,6,2,1,2198.64,56,7291.09
43,"M",4,"ensino medio","nao informado","$80K - $120K","blue",37,4,3,2,1646.53,42,13882.6
63,"M",0,"mestrado","casado","$40K - $60K","blue",56,4,5,2,1497.23,27,6500.82
35,"F",4,"nao informado","casado","menos que $40K","blue",30,6,4,3,2847.9,61,1626.79
31,"F",1,"ensino medio","solteiro","menos que $40K","blue",22,5,5,1,3264.52,83,6662.24
36,"M",4,"sem educacao formal","casado","$80K - $120K","blue",25,4,3,3,2056.76,41,5846.65
34,"M",1,"ensino medio","casado","$60K - $80K","blue",27,3,2,1,2042.22,49,8063.56
29,"M",0,"nao informado","casado","$60K - $80K","blue",23,3,2,3,2222.71,39,6224.25
55,"M",1,"doutorado","casado","$60K - $80K","blue",49,6,4,2,1504.19,38,4597.32
46,"M",2,"mestrado","solteiro","$40K - $60K","blue",31,3,5,3,998.77,25,7869.97
45,"M",2,"graduacao","casado","$60K - $80K","blue",35,6,2,3,2031.19,49,17884.26
52,"F",0,"doutorado","solteiro","menos que $40K","blue",36,2,3,2,947.17,33,1438.55
40,"F",3,"ensino medio","casado","menos que $40K","blue",32,5,3,1,3432.76,49,2046.65
46,"F",4,"sem educacao formal","casado","menos que $40K","blue",36,4,2,2,1783.1,40,6370.08
54,"F",2,"mestrado","casado","menos que $40K","blue",46,6,2,2,1620,37,2737.96
36,"M",1,"mestrado","solteiro","menos que $40K","blue",25,6,2,1,2717.32,79,2622.11
44,"M",3,"mestrado","casado","$40K - $60K","blue",33,2,3,3,1741.64,27,7266.74
37,"F",2,"sem educacao formal","solteiro","menos que $40K","blue",30,6,3,3,2511.27,55,2258.46
35,"M",3,"mestrado","solteiro","$80K - $120K","blue",25,3,3,2,2238.69,49,6510.58
64,"F",0,"nao informado","casado","nao informado","blue",55,4,4,1,1607.02,44,2508.62
52,"F",2,"sem educacao formal","casado","nao informado","blue",36,5,2,1,1157.26,34,4006.14
37,"F",5,"ensino medio","solteiro","$40K - $60K","blue",19,4,2,1,2953.02,72,3252.91
45,"F",4,"sem educacao formal","casado","nao informado","blue",26,4,1,3,2944.47,71,16317.16
28,"M",1,"nao informado","solteiro","$40K - $60K","blue",15,3,1,3,2261.95,56,2109.54
65,"F",1,"mestrado","casado","menos que $40K","blue",56,4,0,2,2535.22,51,7023.78
55,"M",0,"mestrado","casado","$120K +","blue",42,3,1,2,1576.86,34,8302.48
55,"M",2,"mestrado","casado","$80K - $120K","blue",47,3,3,3,1584.75,28,9959.31
41,"M",4,"sem educacao formal","solteiro","$40K - $60K","blue",36,4,4,3,4254.85,79,3636.04
57,"F",2,"ensino medio","casado","menos que $40K","blue",46,5,1,1,1834.11,55,5184.87
37,"M",2,"ensino medio","solteiro","$60K - $80K","blue",29,6,4,1,3444.65,80,14575.12
29,"M",0,"graduacao","divorciado","nao informado","blue",15,6,2,3,2460.26,71,3107.98
62,"F",0,"graduacao","casado","$40K - $60K","blue",49,6,2,1,1281.15,32,1438.03
42,"M",4,"graduacao","nao informado","$60K - $80K","blue",25,4,3,3,2133.04,41,3092.95
47,"F",1,"mestrado","casado","menos que $40K","blue",36,4,1,2,3700.82,62,8322.96
44,"F",0,"mestrado","casado","menos que $40K","silver",36,5,2,3,4063.55,74,10110.58
34,"F",1,"ensino medio","casado","menos que $40K","blue",28,4,4,3,1926.98,33,2707.89
37,"M",1,"mestrado","solteiro","nao informado","blue",32,4,3,1,2473.33,47,4397.8
33,"F",2,"mestrado","solteiro","nao informado","blue",21,3,2,3,2322.62,65,5795.53
40,"M",4,"sem educacao formal","casado","$80K - $120K","blue",23,6,2,3,4542.69,86,9760.8
51,"M",2,"doutorado","solteiro","$40K - $60K","blue",40,3,0,2,3203.8,64,6103.91
65,"M",1,"ensino medio","casado","$40K - $60K","blue",56,6,2,2,1429.39,32,2246.93
46,"M",3,"mestrado","solteiro","$80K - $120K","blue",35,6,4,3,3343.7,77,4930.8
27,"M",0,"mestrado","solteiro","$40K - $60K","blue",16,4,2,1,2010.18,31,3178.4
37,"F",1,"ensino medio","nao informado","menos que $40K","blue",30,3,0,5,3148.23,68,3003.12
34,"F",1,"doutorado","casado","nao informado","blue",25,4,3,3,2689.33,57,2318.91
34,"M",0,"mestrado","casado","$40K - $60K","blue",17,4,4,1,1868.89,43,2638.7
35,"F",1,"sem educacao formal","casado","menos que $40K","blue",36,3,4,2,1974.13,60,2004.31
55,"F",2,"doutorado","casado","menos que $40K","blue",49,4,1,1,2000.03,62,2414.18
60,"F",0,"doutorado","casado","menos que $40K","blue",45,5,4,2,1267.41,27,1438.42
56,"M",2,"mestrado","casado","$60K - $80K","blue",44,3,2,1,2311.95,57,2043.76
52,"M",2,"ensino medio","solteiro","$80K - $120K","blue",46,3,2,3,3072.87,67,34516.63
45,"F",4,"sem educacao formal","casado","$40K - $60K","blue",36,3,3,1,1998.94,41,3111.86
56,"M",1,"mestrado","casado","$120K +","blue",48,6,4,3,1590.69,33,2585.88
26,"M",0,"mestrado","solteiro","menos que $40K","blue",13,5,4,2,1027.24,20,2469.41
30,"M",1,"nao informado","solteiro","menos que $40K","blue",19,5,0,2,2579.45,68,8744.85
34,"M",3,"ensino medio","casado","$80K - $120K","blue",23,5,4,1,2179.09,55,4185.01
39,"M",3,"sem educacao formal","casado","$60K - $80K","blue",36,6,4,2,2903.56,57,4759.53
36,"M",3,"mestrado","solteiro","$120K +","blue",36,6,4,2,2739.19,65,24457.35
32,"M",3,"nao informado","solteiro","$120K +","blue",20,6,2,2,2729.76,66,14244.02
48,"M",4,"doutorado","solteiro","$80K - $120K","blue",28,3,4,3,1766.5,46,6572.78
50,"F",2,"sem educacao formal","casado","nao informado","blue",34,5,2,3,4357.12,73,23381.9
39,"F",2,"sem educacao formal","casado","menos que $40K","blue",26,5,2,3,1771.24,34,3471.36
61,"F",0,"mestrado","casado","menos que $40K","blue",51,4,1,2,1339.08,28,2250.96
65,"F",1,"nao informado","casado","nao informado","blue",53,5,2,3,1619.18,40,15965.67
45,"F",1,"ensino medio","divorciado","menos que $40K","blue",36,6,2,2,3910.51,81,9433.42
34,"M",3,"sem educacao formal","divorciado","$120K +","blue",28,4,3,3,2646.08,49,9180.26
37,"M",3,"mestrado","casado","$40K - $60K","blue",36,4,4,2,1865.48,31,8818.83
44,"F",3,"mestrado","solteiro","menos que $40K","blue",36,5,3,1,3888.55,77,4066.68
56,"M",1,"sem educacao formal","casado","$80K - $120K","blue",36,6,1,1,1602.68,35,9031.62
36,"M",4,"nao informado","solteiro","$40K - $60K","blue",36,6,2,1,2552.1,64,9887.18
65,"F",0,"mestrado","casado","menos que $40K","blue",53,5,5,3,1203.3,30,4161.04
26,"M",0,"mestrado","solteiro","menos que $40K","blue",15,6,3,3,1997.96,44,2740.6
26,"F",0,"ensino medio","solteiro","nao informado","blue",13,1,4,2,968.62,23,6152.78
34,"M",3,"sem educacao formal","casado","$60K - $80K","blue",24,3,4,1,2141.22,51,8167.61
51,"M",2,"graduacao","casado","$120K +","blue",41,6,4,2,3783.03,57,23742.6
57,"M",3,"graduacao","nao informado","$60K - $80K","blue",50,6,4,3,2983.1,74,16791.42
30,"M",0,"mestrado","divorciado","$80K - $120K","blue",23,6,2,1,2495.03,46,26783.45
35,"M",1,"doutorado","casado","$80K - $120K","blue",27,3,4,3,2317.65,38,25516.09
32,"M",0,"mestrado","casado","$40K - $60K","blue",27,3,2,3,2501.7,36,4815.87
62,"M",1,"mestrado","casado","nao informado","blue",36,5,2,2,1403,35,3198.9
32,"M",1,"sem educacao formal","casado","menos que $40K","blue",23,1,3,3,730.5,20,2218.01
53,"M",3,"ensino medio","casado","$80K - $120K","blue",44,4,3,2,1387.43,33,23462.6
55,"M",3,"graduacao","casado","$60K - $80K","blue",36,5,4,4,1291.9,27,2252.66
26,"F",1,"nao informado","solteiro","menos que $40K","blue",36,4,3,3,2266.12,57,2557.58
35,"F",0,"mestrado","solteiro","menos que $40K","blue",25,5,4,3,1485.39,34,2300.64
31,"F",0,"mestrado","casado","menos que $40K","blue",26,3,1,1,1912.5,45,3540.09
53,"M",3,"nao informado","solteiro","$60K - $80K","blue",42,6,2,1,3428.08,54,22938.84
45,"M",2,"mestrado","casado","$40K - $60K","blue",34,5,3,1,2564.72,56,13129.76
39,"M",3,"nao informado","solteiro","$80K - $120K","silver",36,5,2,3,1668.05,36,34516.67
61,"F",0,"ensino medio","casado","menos que $40K","blue",53,5,0,2,1418.18,36,3396.63
31,"F",0,"sem educacao formal","solteiro","menos que $40K","blue",20,4,4,3,2568.92,62,4712.79
37,"M",2,"mestrado","solteiro","$60K - $80K","blue",36,4,2,2,2336.82,58,7638.3
41,"M",3,"doutorado","casado","$60K - $80K","blue",34,4,2,2,4189.03,74,2624.8
58,"M",3,"mestrado","casado","$120K +","blue",52,5,5,2,2005.1,48,17934.55
45,"M",5,"mestrado","casado","$40K - $60K","silver",39,3,5,1,3183.18,64,15198.71
57,"F",4,"ensino medio","casado","menos que $40K","blue",47,5,4,3,1501.52,35,3191.41
35,"M",1,"nao informado","solteiro","$60K - $80K","blue",25,6,2,3,2208.35,59,6053.49
39,"M",2,"nao informado","casado","$40K - $60K","blue",26,6,2,1,1980.43,42,5510.1
55,"M",3,"doutorado","casado","$120K +","blue",40,4,1,3,1624.93,40,12875.19
41,"F",2,"ensino medio","casado","$40K - $60K","blue",36,5,4,2,3151.14,78,2602.2
55,"F",0,"sem educacao formal","casado","menos que $40K","blue",51,4,1,3,2118.34,48,2041.4
52,"F",2,"mestrado","casado","menos que $40K","blue",45,3,3,3,2055.12,54,2548.89
57,"M",2,"mestrado","casado","$120K +","blue",49,6,1,3,1865.03,35,4698.42
40,"F",3,"ensino medio","nao informado","menos que $40K","blue",31,5,4,2,3302.78,65,2222.37
47,"M",4,"ensino medio","casado","$80K - $120K","blue",36,3,4,3,1848.38,56,8217.4
42,"F",4,"sem educacao formal","solteiro","menos que $40K","silver",36,4,3,3,3347.91,64,10091.74
39,"M",3,"mestrado","solteiro","$80K - $120K","blue",34,4,5,3,3762.35,74,19074.05
39,"M",4,"mestrado","solteiro","$60K - $80K","gold",34,3,2,3,3899.27,78,34516.98
36,"M",3,"mestrado","casado","$120K +","blue",29,5,4,2,1606.03,33,12852.54
36,"M",2,"sem educacao formal","casado","$60K - $80K","blue",21,4,5,1,2599.15,46,12763.96
29,"M",0,"mestrado","casado","menos que $40K","blue",19,6,4,2,1608.51,30,2827.75
56,"F",2,"sem educacao formal","casado","nao informado","blue",36,3,5,3,1559.62,44,8242.17
37,"F",4,"mestrado","casado","menos que $40K","blue",28,4,1,3,2878.95,54,1825.59
61,"M",0,"doutorado","casado","menos que $40K","blue",56,6,4,3,1448.62,31,1438.07
36,"M",3,"ensino medio","casado","$60K - $80K","blue",36,5,4,2,1981.69,38,5497.24
51,"F",1,"mestrado","casado","$40K - $60K","blue",45,5,2,2,3158.55,71,6778.19
46,"M",3,"mestrado","casado","$60K - $80K","blue",36,2,4,3,1067.16,23,4267.09
31,"F",0,"ensino medio","casado","menos que $40K","blue",22,4,1,2,2726.55,57,3273.96
33,"M",2,"doutorado","solteiro","$40K - $60K","blue",25,5,2,2,2518.09,67,9371.31
50,"F",3,"ensino medio","solteiro","menos que $40K","blue",38,3,1,3,2987.32,73,1438.82
57,"F",3,"ensino medio","solteiro","nao informado","blue",36,1,2,4,1334.12,38,8389.36
65,"M",0,"doutorado","solteiro","nao informado","blue",56,3,2,2,2278.97,77,28410.93
48,"M",2,"ensino medio","casado","$40K - $60K","blue",29,3,1,2,4303.95,80,6168.9
57,"F",3,"nao informado","solteiro","nao informado","blue",40,3,1,3,3871.44,87,2111.36
63,"F",1,"nao informado","casado","$40K - $60K","blue",49,3,3,1,1539.45,35,3141.48
50,"F",2,"mestrado","divorciado","$40K - $60K","blue",40,6,5,2,2293.22,36,8307.81
39,"M",3,"mestrado","casado","$80K - $120K","blue",31,4,3,2,1780.67,33,30753.83
39,"M",2,"graduacao","casado","$60K - $80K","blue",26,3,4,1,1813.14,38,2731.49
39,"F",4,"nao informado","casado","menos que $40K","blue",31,6,4,1,2040.72,36,2890.28
52,"M",1,"nao informado","solteiro","$120K +","blue",44,6,2,1,2848.23,56,34516.68
37,"M",1,"mestrado","casado","$80K - $120K","blue",26,6,1,3,2774.78,52,8058.02
50,"F",2,"sem educacao formal","casado","nao informado","blue",45,6,4,1,1932.51,35,5660.39
59,"M",0,"nao informado","casado","$60K - $80K","blue",36,6,5,4,1480.01,35,4230.12
38,"M",2,"mestrado","nao informado","$40K - $60K","blue",36,4,4,3,4642.78,61,9515.72
65,"F",0,"ensino medio","solteiro","$40K - $60K","blue",36,3,3,3,2724.81,71,10962.05
57,"M",1,"nao informado","casado","$120K +","blue",36,6,4,2,1591.18,43,23848.47
65,"M",0,"sem educacao formal","casado","nao informado","blue",56,3,2,3,1234.04,24,10144.6
38,"F",4,"mestrado","casado","$40K - $60K","blue",22,4,4,3,2807.32,60,2997.07
41,"M",2,"graduacao","solteiro","$80K - $120K","blue",35,6,3,3,2262.14,47,2647.5
55,"F",2,"mestrado","casado","menos que $40K","blue",47,3,2,1,1694.99,34,4580.12
28,"M",0,"doutorado","casado","nao informado","blue",13,4,2,1,1822.46,33,2608.92
31,"M",2,"nao informado","solteiro","$80K - $120K","blue",24,6,3,3,2329.35,69,34516.76
39,"F",2,"nao informado","casado","menos que $40K","blue",19,5,1,3,2739.18,56,3156.33
44,"F",3,"mestrado","casado","nao informado","blue",31,5,0,2,1810.21,38,24936.22
55,"M",3,"graduacao","casado","$80K - $120K","blue",42,3,1,2,1472.93,48,26101.94
57,"M",3,"graduacao","casado","$80K - $120K","blue",45,6,4,3,1222.42,37,14270.07
28,"M",0,"ensino medio","casado","nao informado","blue",21,5,5,3,2157.98,49,25618.44
35,"F",2,"mestrado","casado","menos que $40K","blue",21,5,2,1,1914.55,31,3230.71
46,"F",4,"graduacao","casado","menos que $40K","blue",38,3,3,3,2633,54,8881.81
65,"F",1,"sem educacao formal","solteiro","nao informado","blue",51,3,5,3,2429.41,63,11037.66
50,"F",2,"sem educacao formal","casado","nao informado","blue",44,6,5,2,3626.52,69,16763.22
31,"M",0,"sem educacao formal","divorciado","$40K - $60K","blue",21,6,2,2,2718.64,71,2621.74
49,"M",2,"nao informado","solteiro","$80K - $120K","blue",43,3,5,3,3764.43,64,4939.52
50,"F",3,"graduacao","solteiro","menos que $40K","blue",32,5,4,3,4535.42,75,4419.73
44,"F",4,"ensino medio","divorciado","menos que $40K","blue",39,5,4,1,1739.02,42,9235.13
63,"F",1,"ensino medio","casado","menos que $40K","blue",56,6,3,1,1405.85,40,3055.68
41,"M",1,"mestrado","divorciado","$80K - $120K","blue",35,6,3,2,1576.62,41,19412.04
56,"M",1,"nao informado","casado","$80K - $120K","blue",36,6,3,1,1205.54,19,12786.21
55,"M",1,"mestrado","casado","$60K - $80K","blue",36,4,3,2,1281.43,28,4666.63
48,"F",4,"graduacao","solteiro","menos que $40K","blue",38,4,3,3,3277.42,67,4894.96
35,"M",2,"ensino medio","solteiro","$120K +","blue",36,4,3,2,2754.35,60,27389.54
30,"F",0,"doutorado","solteiro","menos que $40K","blue",18,6,2,3,3265.2,74,2132.43
37,"M",3,"ensino medio","solteiro","$80K - $120K","blue",24,5,2,3,2449.38,67,6590.11
53,"F",2,"mestrado","casado","menos que $40K","blue",36,6,3,1,1634.83,53,3176.6
37,"M",1,"mestrado","solteiro","$60K - $80K","blue",27,4,3,1,2591.29,57,4288.74
65,"F",0,"sem educacao formal","solteiro","nao informado","blue",56,5,5,3,2444.96,49,20130.24
48,"M",2,"doutorado","solteiro","menos que $40K","blue",43,3,2,3,3598.41,67,5945.95
37,"M",1,"mestrado","casado","$40K - $60K","blue",17,3,4,1,2849.06,61,3350.76
35,"M",1,"ensino medio","casado","$60K - $80K","blue",26,4,2,3,2794.99,58,4008.81
35,"F",3,"mestrado","solteiro","menos que $40K","blue",27,3,2,3,2960.5,65,5780.37
49,"F",2,"ensino medio","nao informado","$40K - $60K","blue",38,4,2,1,2922.96,53,2497.2
26,"F",0,"ensino medio","solteiro","nao informado","blue",13,3,4,3,2564.77,57,10286.67
58,"M",1,"nao informado","casado","$60K - $80K","blue",36,3,3,1,1631.47,40,2347.11
29,"F",2,"sem educacao formal","solteiro","nao informado","blue",18,4,2,1,2536.89,69,23125.22
58,"F",2,"nao informado","casado","menos que $40K","blue",43,6,2,2,1617.99,29,3034.04
33,"M",2,"graduacao","solteiro","$80K - $120K","blue",23,3,3,4,2249.83,47,7081.19
36,"M",2,"mestrado","casado","$40K - $60K","blue",28,5,3,1,1933.42,48,6824.08
47,"F",3,"doutorado","casado","menos que $40K","blue",36,4,4,3,2250.74,40,1438.98
